Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
13105338;2099000.0;6502.0;2014.02.01;Normál;Kombi;72000.0;5.0;5.0;1016.0;1570.0;573liter;Manuálisklíma;Benzin;1149.0;54kW,73LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, magyar okmányokkal;2020.02.01;185/65R15;Nincs;['ülésmagasság állítás', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó'];2100 Gödöllő Dózsa Gy út 164.;Gödöllő;Személyautó;DACIA;2018.07.18;;;;73.0;Manuális;5.0;Nincs;LOGAN;Sötétkék;;;;;;;;;;;;;;;;;;;;;;;;-1629 days +05:28:37.661634000;562 days 05:28:37.653341000
13106851;1399999.0;4337.0;2011.07.01;Megkímélt;Várositerepjáró(crossover);236000.0;5.0;5.0;1250.0;1800.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;215/65R16;Összes osztrák okmányával, teljesen üzemképesen, a képeken látható esztétikai állapotban eladó! Magánszemély első tulajdonosától, jó állapotban, működő klímával és egyéb extrákkal. A jármű nem rozsdás, utastere szép, kopásmentes, raktér oldalakon kisebb kopások! Szélvédő repedt, első lökhárítóról a festék kopik! Nyitva tartásunk nem állandó, kizárólag előzetes egyeztetés után tekinthetőek meg gépjárműveink, megbeszélés után akár hétvégén is. Használt autóink előéletét a legjobb tudomásunk szerint közvetítjük érdeklődőink felé, azonban a tévedés, eltérés jogát fenntartjuk.;['ülésmagasság állítás', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'holttér-figyelő rendszer', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'első tulajdonostól', 'garázsban tartott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];Székesfehérvár Móri út 154;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;6.0;Nincs;DUSTER;Kék;;;;;;;;;;;;;;;;;;;;;;;;-2575 days +05:28:37.661634000;
13108886;650000.0;2013.0;2004.11.01;Normál;Sedan;179816.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.12.01;165/80R14;Eladó egy Dacia logan 1.4 8v AMBIANCE. Normál állapotban. Kissebb esztétikai hibákkal. Motorikusan és szerkezetileg is tökéletes. Az autó napi használatban van. Törzskönyves. Rendszeresen karban tartott. Több információ telefonon vagy e-mailban. Az ár irány ár! Autó csere lehetséges Golf 5 vagy Opelre!;['pótkerék', 'fényszóró magasságállítás', 'hátsó fejtámlák', 'indításgátló (immobiliser)', 'memóriakártya-olvasó', 'USB csatlakozó', 'AUX csatlakozó', 'MP4 lejátszás', '2 hangszóró', 'azonnal elvihető', 'garázsban tartott', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Somogygeszti (7455);;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Zöld(metál);UU1LSDAAH32794311;;;;;Sötétszürke;;;;;;;;;;;;;;;;;;-5008 days +05:28:37.661634000;135 days 05:28:37.653341000
13110469;590000.0;1828.0;2004.12.01;Normál;Sedan;161000.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.12.01;185/65R15;Eladó dacia logan gépkocsi, tulajdonostól, ajándék gyári tető-csomagtartóval. Minden szervizelése vezetve van leinformálható valós kilométerrel. Szélvédőn van egy repedés amit a napokban egy kőfelverődés okozott, komoly ajánlat esetén a szélvédő csere ára max 40.000Ft-ig az ár alkuképes. Minden szervizelése dokumentálva, csapágyak, vezérlés, klímafeltöltés és tisztítás, ékszíjak, vízpumpa cseréje el van végezve rajta. Tökéletesen megbízható autó. Július 25-ig nem leszek telefonon elérhető ezért kérem ha a hirdetés felkeltette az érdeklődését akkor e-mailben keressen.;['dönthető utasülések', 'ülésmagasság állítás', 'deréktámasz', 'vezetőoldali légzsák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'kiegészítő fényszóró', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'fűthető tükör', 'vonóhorog', 'szervokormány', 'CD-s autórádió', '6 hangszóró', 'azonnal elvihető', 'frissen szervizelt', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Nagysáp (2524);;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Bordó(metál);;;Világosszürke;;;Fekete;;;Lemeztető;;;;;;;;;;;;;;;-4978 days +05:28:37.661634000;135 days 05:28:37.653341000
13110485;2590000.0;8023.0;2011.11.01;Sérülésmentes;Várositerepjáró(crossover);58000.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;79kW,107LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.11.01;215/65R16;Frissen szervizelt, garantált kilométer állással, első tulajdonostól! Az autó nem volt törve festékmérővel vagy szervizben átnézhető! Minden tökéletesen működik rajta, a gumik is jó állapotúak nem fog csalódni benne!;['dönthető utasülések', 'ISOFIX rendszer', 'oldallégzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'rablásgátló', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'sebességfüggő szervókormány', 'CD-s autórádió', 'DVD', 'AUX csatlakozó', 'távirányító', '6 hangszóró', 'HIFI', 'azonnal elvihető', 'első tulajdonostól', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;107.0;Manuális;6.0;Nincs;DUSTER;Fehér;;;Fekete;;;;;;;215/65R16;;;;;;;;;;;;;;-2452 days +05:28:37.661634000;470 days 05:28:37.653341000
13111557;2890000.0;8952.0;2014.08.01;Kitűnő;Várositerepjáró(crossover);90400.0;5.0;5.0;1280.0;1795.0;475liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.08.01;215/65R16;Igény esetén friss műszaki vizsgával adjuk át az autót.;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'multifunkciós kormánykerék', 'csomag rögzítő', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'visszagurulás-gátló', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'rádió', 'CD-s autórádió', 'kihangosító', 'bluetooth-os kihangosító', 'USB csatlakozó', 'gyári erősítő', '4 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'hölgy tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Sötétszürke(metál);UU1HSDADF51546508;;Fekete;;;Fekete;;;Lemeztető;215/65R16;215/65R16;215/65R16;;;;;;;;;;;;-1448 days +05:28:37.661634000;13 days 05:28:37.653341000
13112276;1150000.0;3562.0;2008.08.01;Normál;Kombi;122000.0;7.0;5.0;1255.0;1870.0;198liter;Manuálisklíma;Dízel;1461.0;50kW,68LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.06.01;185/65R15;Vontatás: 1300.kg, Szombaton és vasárnap, telefonos időpont egyeztetés szükséges!;['ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'szervokormány', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'szervizkönyv'];7030 PAKS Tolnai út 2. GPS 46.616586,18.855377;;Személyautó;DACIA;2018.07.18;;;;68.0;Manuális;5.0;Nincs;LOGAN;Pezsgő;UU1KSD0W539466174;;;;;;;;;;;;;;;;;;;;;;;-3639 days +05:28:37.661634000;683 days 05:28:37.653341000
13112511;850000.0;2633.0;2005.01.01;Megkímélt;Sedan;20000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.06.01;165/80R14;2005 évjáratú Dacia Logan 1.4 (Ambiance), első, nem dohányzó tulajdonostól eladó. Megkímélt állapotú, nagyon keveset futott (20.000km), garázsban tartott. Műszaki vizsga érvényes: 2019.06.hó. Extrák: központi zár, teljes értékű pótkerék, 2 db gyári kulcs, gyári vonóhorog. Ár: 850.000Ft. Érdeklődni: 06-30/ 380-38-48, vagy 06-46/ 477-317 (16.00 után);['pótkerék', 'vonóhorog', 'rádiós magnó', 'első tulajdonostól', 'keveset futott', 'nem dohányzó'];Emőd (3432);Emőd;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Ezüst;;;;;;;;;;;;;;;;;;;;;;;;-4947 days +05:28:37.661634000;317 days 05:28:37.653341000
13113046;2599000.0;8050.0;2013.01.01;Normál;Várositerepjáró(crossover);87823.0;5.0;5.0;;;;Manuálisklíma;Dízel;1461.0;66kW,90LE;;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;;;első tulajdonostól, vissza kereshető - rendszeresen vezetett szervíz könyv, tökéletes állapot, garázsban tartott jármű, nagyon szép és tiszta belső, jelentősebb elhasználódás jelei nelkül, nem dohányzó tulaj után, rendszeresen szervízelt márkakereskedésben, keveset futott kilométer számmal, ellenőrzött és garantált futás teljesítmény, nagy teljesítményű motor, alacsony fogyasztás, megbízható motor, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva, ,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található;['tolatóradar', 'szervokormány', 'elektromos ablak elöl', 'fedélzeti komputer', 'rádió', 'bluetooth-os kihangosító', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'garanciális', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Autocentrum AAA AUTO Kft.  2151 Fót, Fehérko utca 1.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;6.0;Nincs;DUSTER;Fehér;;20%-tólelvihető;;519800;84hónap;;;;;;;;;;;;;;;;;;;;
13113439;3490000.0;10810.0;2017.01.01;Normál;Várositerepjáró(crossover);36000.0;5.0;5.0;1276.0;1751.0;475liter;Digitáliskétzónásklíma;Benzin;1197.0;92kW,125LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.08.01;215/65R16;Magyarországon újonnan üzembe helyezett, első tulajtól, végig vezetett szervizkönyvvel. AUTÓBESZÁMÍTÁS, HITELÜGYINTÉZÉS, ÁTÍRÁS, BIZTOSÍTÁS KÖTÉS.------------------------;['tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'APS (parkolóradar)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ülésmagasság állítás', 'középső kartámasz', 'multifunkciós kormánykerék', 'csomag rögzítő', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'rádió', 'CD-s autórádió', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'MP4 lejátszás', 'WMA lejátszás', '6 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '10%-tól elvihető'];1185 Budapest, Üllői út 738. ;;Személyautó;DACIA;2018.07.18;;;;125.0;Manuális;6.0;Nincs;DUSTER;Fehér(metál);;10%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-564 days +05:28:37.661634000;744 days 05:28:37.653341000
13113555;2999000.0;9289.0;2016.05.01;Megkímélt;Várositerepjáró(crossover);89000.0;5.0;5.0;1205.0;1775.0;;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.05.01;;MAGYARORSZÁGON ÚJONNAN ÜZEMBE HELYEZETT, ÚJKORA ÓTA EGY EMBER HASZNÁLTA, LEINFORMÁLHATÓ 88-EZER KM, MEGBÍZHATÓ KIS FOGYASZTÁSÚ DIESEL MOTOR, START-STOP RENDSZER, ECO-MODE, KLÍMA, FEDÉLZETI KOMPUTER, CENTRÁLZÁR, ELEKTROMOS ABLAK, ÜLÉSMAGASSÁG ÁLLÍTÁS, ABS, ASR, ESP, IMMOBILISER, BLUETOOTH-KIHANGOSÍTÓ, CD-S RÁDIÓ, TETŐSÍN, 2-DB KULCS, VONÓHOROG, KITŰNŐ MŰSZAKI ÉS ESZTÉTIKAI ÁLLAPOTBAN ELADÓ. KEDVEZŐ HITELKONSTRUKCIÓK FIX HAVI TÖRLESZTÉSSEL, NÁLUNK NINCS KÜLÖNBSÉG HITEL VAGY KÉSZPÉNZ FIZETÉS KÖZÖTT! AUTÓINKHOZ IGÉNY SZERINT 6 VAGY 12 HÓNAP GARANCIÁT BIZTOSÍTUNK, AUTÓBESZÁMÍTÁS KORREKT PIACI ÁRON, GYORS-RUGALMAS ÉS MEGBÍZHATÓ ÜGYINTÉZÉS, -----HITEL, EREDETVIZSGA, MŰSZAKI VIZSGA, ÁTÍRÁS, OKMÁNYIRODAI ÜGYINTÉZÉS, KÖTELEZŐ BIZTOSÍTÁS ÉS CASCO KÖTÉS----- NYITVA TARTÁSUNK H-P: 09-18-ig SZ: 09-13-ig, TOVÁBBI INFORMÁCIÓKÉRT HÍVJON MINKET BIZALOMMAL.;['dönthető utasülések', 'ülésmagasság állítás', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'rádió', 'CD-s autórádió', 'bluetooth-os kihangosító', 'HIFI', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '25%-tól elvihető'];Bp.1185.Üllői út.813;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;6.0;Nincs;DUSTER;Szürke(metál);;25%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-809 days +05:28:37.661634000;652 days 05:28:37.653341000
13113788;2883000.0;8930.0;2018.07.01;Normál;Kombi;1.0;5.0;5.0;980.0;1555.0;573liter;Manuálisklíma;Benzin;998.0;54kW,73LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2022.07.01;185/65R15;ÚJ AUTÓ SZALONBÓL. Gyors átfutási idő, rugalmas ügyintézéssel! Készletről! Finanszírozás: 4, 99 % THM. Minimális önerő: 30%, futamidő: 2-6 év. A meghirdetett vételár a forgalomba helyezés költségét nem tartalmazza. Kérje konkrét ajánlatunkat!;['ülésmagasság állítás', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'guminyomás-ellenőrző rendszer', 'indításgátló (immobiliser)', 'visszagurulás-gátló', 'centrálzár', 'szervokormány', 'rádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'kormányra szerelhető távirányító', '6 hangszóró', 'HIFI', 'garanciális', 'Magyarországon újonnan üzembe helyezett'];NYÉKI AUTÓHÁZ KFT. Balassagyarmat, Kóvári út 14.;Balassagyarmat;Személyautó;DACIA;2018.07.18;;;;73.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;;;;;;;2018.;;;;;;;;;;;-18 days +05:28:37.661634000;1443 days 05:28:37.653341000
13114791;2399999.0;7434.0;2013.06.01;Sérülésmentes;Sedan;4772.0;5.0;4.0;974.0;1505.0;510liter;Manuálisklíma;Benzin;1149.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.06.01;185/65R15;ÚJSZERŰ MŰSZAKI ÉS ESZTÉTIKAI ÁLLAPOTÚ LOGAN, ELSŐ HÖLGY TULAJDONOSÁTÓL ELADÓ! AZ AUTÓ GYAKORLATILAG ÚJ! MEGKÉRJÜK TISZTELT ÜGYFELEINKET HOGY ÉRKEZÉS ELŐTT TELEFONON EGYEZTESSENEK KOLLÉGÁNKAL! KÉSZPÉNZES AUTÓFELVÁSÁRLÁS! BIZOMÁNYOS ÉRTÉKESÍTÉS, BIZTOSÍTÁS KÖTÉS, EREDETVIZSGÁLAT HELYBEN!;['ülésmagasság állítás', 'multifunkciós kormánykerék', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'CD-s autórádió', 'AUX csatlakozó', 'MP3 lejátszás', 'MP4 lejátszás', '6 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'garázsban tartott', 'hölgy tulajdonostól', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];1161. Budapest, György utca 29-31.;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Bordó(metál);;;;;;;;;;;;;;;;;;;;;;;;-1874 days +05:28:37.661634000;317 days 05:28:37.653341000
13114839;3099000.0;9599.0;2014.09.01;Normál;Várositerepjáró(crossover);63995.0;5.0;5.0;1267.0;1752.0;475liter;Manuálisklíma;Benzin;1199.0;92kW,125LE;Soros;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.09.01;215/65R16;Frsz: MWA-247 2013-s modellév, Magyarországon újonnan üzembe helyezett, első tulajdonos, rendszeresen karbantartott, leinformálható, teljes dokumentáció, 2 db. gyári kulcs, korának- és futásteljesítményének megfelelő állapot. + 4db Téli gumi! Igény szerint, akár +2 év műszaki garanciával! Tisztelt Érdeklődők! Használt autó telephelyünk 07.16.-08.06.-ig tecnikai oko miatt zárva tart! Információs telefon: +36-20-432-4032 Jelen hirdetés nem minősül ajánlattételnek! Felhívjuk a szíves figyelmüket, hogy telefonon elérhetőek vagyunk hétköznap 9-18 óráig, szombaton előzetes egyeztetés után, vasárnap- és ünnepnapokon pedig zárva tartunk, ezért telefonos megkereséseiket nem áll módunkban fogadni.;['ülésmagasság állítás', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', '4 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '30%-tól elvihető'];1097 Budapest, Könyves Kálmán krt. 5.;;Személyautó;DACIA;2018.07.18;;;;125.0;Manuális;6.0;Nincs;DUSTER;Sötétbarna(metál);UU1HSDA2649768966;30%-tólelvihető;Fekete;930000;60hónap;;;;;215/65R16;215/65R16;215/65R16;;;;;;;;;;;;-1417 days +05:28:37.661634000;44 days 05:28:37.653341000
13118852;2999000.0;9289.0;2013.11.01;Normál;Várositerepjáró(crossover);60026.0;5.0;5.0;1171.0;1721.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;215/65R16;térelválasztó rács, Hitelre is több bank ajánlásából! Üzemképtelen, sérült, totálkáros autót is beszámítunk! Minőségi használt autók nagy választékban! /számunkra a legfontosabb az elégedett ügyfél/;['középső kartámasz', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'könnyűfém felni', 'vonóhorog', 'CD-s autórádió', 'autóbeszámítás lehetséges'];2890 Tata, Környei u. 17/C.;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;Barna(metál);;;;;;;;;;;;;;;;;;;;;;;;-1721 days +05:28:37.661634000;
13119721;1849000.0;5727.0;2012.04.01;Megkímélt;Kombi;81000.0;7.0;5.0;1270.0;1810.0;198liter;Manuálisklíma;Benzin;1598.0;65kW,88LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;81.000.-KM! 7 SZEMÉLYES! FRISS VIZSGA! KLÍMA! ///HITELÜGYINTÉZÉS KEDVEZŐEN ÉS SZEMÉLYRE SZABVA (Akár 5%-tól)/// AUTÓBEHOZATAL MEGRENDELÉSRE (Külföldről a rendszámig) /// EXPORT-IMPORT (Akár egyszerre több autót is) /// TELJES KÖRŰ ÜGYINTÉZÉS (Átírás, első forgalomba helyezés) /// AUTÓFELVÁSÁRLÁS AZONNAL KÉSZPÉNZÉRT (Akár hitellel terheltet is) NYITVATARTÁSUNK: HÉTFŐTŐL-PÉNTEKIG 09:00-17:00 SZOMBATON-VASÁRNAP 09:00-14:00 AUTÓÉRTÉKESÍTÉS: 06202825076 AUTÓFELVÁSÁRLÁS: 06703102222 HITELÜGYINTÉZÉS: 06205558864 A megjelent hirdetés tájékoztató jellegű, nem minősül ajánlattételnek. A megjelent hirdetésért felelősséget nem vállalunk.;['ABS (blokkolásgátló)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'indításgátló (immobiliser)', 'fékasszisztens', 'centrálzár', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', '4 hangszóró', 'autóbeszámítás lehetséges', 'garanciális', 'keveset futott', 'rendszeresen karbantartott', 'törzskönyv', '5%-tól elvihető'];FŐVÁROSI AUTÓPIAC, XIX. Budapest,Nagykőrösi út 162;;Személyautó;DACIA;2018.07.18;;;;88.0;Manuális;5.0;Nincs;LOGAN;Fehér;;5%-tólelvihető;Világosszürke;92500;84hónap;;;;Lemeztető;;;;;;;;;;;;28030;;;-2300 days +05:28:37.661634000;713 days 05:28:37.653341000
